run_id,dataset,split,representation,checkpoint,track,pca_dim,classifier,seed,train_fraction,cp_auc,fitb_acc,pr_auc,train_seconds,extract_ips,peak_vram_mb,notes
robust_clean_fashionclip2_xgboost_f1_s20260912,polyvore_d_clean,test,fashionclip2,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.8410745902990544,0.5268128384625544,0.8452889733835972,1.0039090999634936,,,fixed common learner or compatibility-label fraction
robust_clean_gr_lite_logistic_f0.1_s20260912,polyvore_d_clean,test,gr_lite,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.7903534450542351,0.515453704926694,0.7991850756048413,0.0642026999848894,,,fixed common learner or compatibility-label fraction
robust_clean_gr_lite_logistic_f0.25_s20260912,polyvore_d_clean,test,gr_lite,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.8103487399808385,0.5376436402060494,0.817577225495845,0.0754620999796316,,,fixed common learner or compatibility-label fraction
robust_clean_gr_lite_logistic_f0.5_s20260912,polyvore_d_clean,test,gr_lite,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.8220693810215524,0.5486065248976357,0.8278945051792931,0.1292100999853573,,,fixed common learner or compatibility-label fraction
robust_clean_gr_lite_logistic_f1_s20260912,polyvore_d_clean,test,gr_lite,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.8276769005625799,0.5573239994716682,0.833067367988371,0.3437569999950938,,,fixed common learner or compatibility-label fraction
robust_clean_gr_lite_mlp_f1_s20260912,polyvore_d_clean,test,gr_lite,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.811542779165144,0.5331528199709418,0.8179831790713282,0.8205256999935955,,,fixed common learner or compatibility-label fraction
robust_clean_gr_lite_xgboost_f1_s20260912,polyvore_d_clean,test,gr_lite,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.8199259771115655,0.5127460044908202,0.8274875947554796,0.9770667999982834,,,fixed common learner or compatibility-label fraction
robust_clean_marqo_fashionsiglip_logistic_f0.1_s20260912,polyvore_d_clean,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.8629491581312722,0.6129309206181482,0.862308143881825,0.0715524000115692,,,fixed common learner or compatibility-label fraction
robust_clean_marqo_fashionsiglip_logistic_f0.25_s20260912,polyvore_d_clean,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.878929079534329,0.6320829480914014,0.8775601551435214,0.083324100007303,,,fixed common learner or compatibility-label fraction
robust_clean_marqo_fashionsiglip_logistic_f0.5_s20260912,polyvore_d_clean,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.8853328912482809,0.6424514595165765,0.8834314423696719,0.1549083999707363,,,fixed common learner or compatibility-label fraction
robust_clean_marqo_fashionsiglip_logistic_f1_s20260912,polyvore_d_clean,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.8896760907759992,0.6479329018623695,0.8877203261815729,0.4817645999719389,,,fixed common learner or compatibility-label fraction
robust_clean_marqo_fashionsiglip_mlp_f1_s20260912,polyvore_d_clean,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.8792505246986826,0.6203936071853123,0.8780034247858743,1.0308566999738105,,,fixed common learner or compatibility-label fraction
robust_clean_marqo_fashionsiglip_xgboost_f1_s20260912,polyvore_d_clean,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.869908253380349,0.5670981376304319,0.8740289153872641,1.0246017000172287,,,fixed common learner or compatibility-label fraction
robust_clean_resnet50_logistic_f0.1_s20260912,polyvore_d_clean,test,resnet50,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.6416785601217556,0.3663320565315018,0.6400379383860478,0.0475757999811321,,,fixed common learner or compatibility-label fraction
robust_clean_resnet50_logistic_f0.25_s20260912,polyvore_d_clean,test,resnet50,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.6701660724562286,0.3899749042398626,0.6671299523704621,0.0861913000117056,,,fixed common learner or compatibility-label fraction
robust_clean_resnet50_logistic_f0.5_s20260912,polyvore_d_clean,test,resnet50,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.6818173485779607,0.401135913353586,0.6806409055003699,0.1452845999738201,,,fixed common learner or compatibility-label fraction
robust_clean_resnet50_logistic_f1_s20260912,polyvore_d_clean,test,resnet50,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.6937498134378515,0.4062871483291507,0.6917562150539093,0.4564105999888852,,,fixed common learner or compatibility-label fraction
robust_clean_resnet50_mlp_f1_s20260912,polyvore_d_clean,test,resnet50,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.6739629447403919,0.3804649319772817,0.671189791807027,0.9453976000077092,,,fixed common learner or compatibility-label fraction
robust_clean_resnet50_xgboost_f1_s20260912,polyvore_d_clean,test,resnet50,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.6831039339277515,0.3730022454101175,0.683375288101483,1.1381305999821052,,,fixed common learner or compatibility-label fraction
robust_clean_siglip2_b16_384_logistic_f0.1_s20260912,polyvore_d_clean,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.8614464245585588,0.6156386210540219,0.8639797823952478,0.0721985999844037,,,fixed common learner or compatibility-label fraction
robust_clean_siglip2_b16_384_logistic_f0.25_s20260912,polyvore_d_clean,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.8772155710774875,0.6386210540219258,0.8788410378948754,0.0904096000012941,,,fixed common learner or compatibility-label fraction
robust_clean_siglip2_b16_384_logistic_f0.5_s20260912,polyvore_d_clean,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.8853435332504385,0.6492537313432836,0.8851786252009225,0.1739211000385694,,,fixed common learner or compatibility-label fraction
robust_clean_siglip2_b16_384_logistic_f1_s20260912,polyvore_d_clean,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.8891665373198181,0.6528199709417514,0.8885566123621742,0.4682811999809928,,,fixed common learner or compatibility-label fraction
robust_clean_siglip2_b16_384_mlp_f1_s20260912,polyvore_d_clean,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.879225457113682,0.6318187821952186,0.8799376292776995,1.0276990999700502,,,fixed common learner or compatibility-label fraction
robust_clean_siglip2_b16_384_xgboost_f1_s20260912,polyvore_d_clean,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.8645321057952488,0.5674283450006604,0.8700947902258084,1.0565091000171378,,,fixed common learner or compatibility-label fraction
robust_historical_clip_vitl14_336_logistic_f0.1_s20260912,historical_polyvore_d,test,clip_vitl14_336,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.8432208296579744,0.5708814790359855,0.8370538986710043,0.0740370000130496,,,fixed common learner or compatibility-label fraction
robust_historical_clip_vitl14_336_logistic_f0.25_s20260912,historical_polyvore_d,test,clip_vitl14_336,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.8577455609312465,0.5891713436777815,0.8513250554321848,0.0918825999833643,,,fixed common learner or compatibility-label fraction
robust_historical_clip_vitl14_336_logistic_f0.5_s20260912,historical_polyvore_d,test,clip_vitl14_336,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.8665195396846659,0.6000660283922087,0.8595240065356932,0.1848291999776847,,,fixed common learner or compatibility-label fraction
robust_historical_clip_vitl14_336_logistic_f1_s20260912,historical_polyvore_d,test,clip_vitl14_336,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.8711718731692462,0.6071970947507428,0.8635971615856728,0.520760599989444,,,fixed common learner or compatibility-label fraction
robust_historical_clip_vitl14_336_mlp_f1_s20260912,historical_polyvore_d,test,clip_vitl14_336,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.8612674661064972,0.5810498514361175,0.8546731998299673,0.8734414000064135,,,fixed common learner or compatibility-label fraction
robust_historical_clip_vitl14_336_xgboost_f1_s20260912,historical_polyvore_d,test,clip_vitl14_336,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.8590363364335143,0.545526576427864,0.8602558730890008,1.003198899968993,,,fixed common learner or compatibility-label fraction
robust_historical_dinov3_vitl16_logistic_f0.1_s20260912,historical_polyvore_d,test,dinov3_vitl16,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.7155909448458018,0.4344668207329151,0.7120581218656836,0.0761492000310681,,,fixed common learner or compatibility-label fraction
robust_historical_dinov3_vitl16_logistic_f0.25_s20260912,historical_polyvore_d,test,dinov3_vitl16,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.741397602421666,0.4556619346318917,0.737181539733496,0.0992621000041253,,,fixed common learner or compatibility-label fraction
robust_historical_dinov3_vitl16_logistic_f0.5_s20260912,historical_polyvore_d,test,dinov3_vitl16,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.7547669392853784,0.4657642786398151,0.7483277809967225,0.2042690000380389,,,fixed common learner or compatibility-label fraction
robust_historical_dinov3_vitl16_logistic_f1_s20260912,historical_polyvore_d,test,dinov3_vitl16,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.7604897458168485,0.4722350610762628,0.7538503667400229,0.6532501999754459,,,fixed common learner or compatibility-label fraction
robust_historical_dinov3_vitl16_mlp_f1_s20260912,historical_polyvore_d,test,dinov3_vitl16,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.7449192024145159,0.4378342687355563,0.740171311651256,0.9326779999537392,,,fixed common learner or compatibility-label fraction
robust_historical_dinov3_vitl16_xgboost_f1_s20260912,historical_polyvore_d,test,dinov3_vitl16,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.7246070618553497,0.4027731924727633,0.7216128579174774,1.069911599974148,,,fixed common learner or compatibility-label fraction
robust_historical_fashionclip2_logistic_f0.1_s20260912,historical_polyvore_d,test,fashionclip2,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.8231645387642139,0.553251898316276,0.8173821607049703,0.0668704000418074,,,fixed common learner or compatibility-label fraction
robust_historical_fashionclip2_logistic_f0.25_s20260912,historical_polyvore_d,test,fashionclip2,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.8407337435057457,0.5770221195113899,0.8346619622922457,0.0894400000106543,,,fixed common learner or compatibility-label fraction
robust_historical_fashionclip2_logistic_f0.5_s20260912,historical_polyvore_d,test,fashionclip2,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.8514813542817798,0.5902277979531199,0.8443044015859485,0.1744979999493807,,,fixed common learner or compatibility-label fraction
robust_historical_fashionclip2_logistic_f1_s20260912,historical_polyvore_d,test,fashionclip2,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.8566709722816995,0.5946517002310994,0.8490946811746458,0.5169089999981225,,,fixed common learner or compatibility-label fraction
robust_historical_fashionclip2_mlp_f1_s20260912,historical_polyvore_d,test,fashionclip2,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.8426806677085739,0.5652030373060416,0.8355605136812274,0.8051426000311039,,,fixed common learner or compatibility-label fraction
robust_historical_fashionclip2_xgboost_f1_s20260912,historical_polyvore_d,test,fashionclip2,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.8291449562995152,0.5111257840871575,0.8305401947806086,1.038704799953848,,,fixed common learner or compatibility-label fraction
robust_historical_gr_lite_logistic_f0.1_s20260912,historical_polyvore_d,test,gr_lite,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.782677694360044,0.5088147903598548,0.7908502877482191,0.0629808999947272,,,fixed common learner or compatibility-label fraction
robust_historical_gr_lite_logistic_f0.25_s20260912,historical_polyvore_d,test,gr_lite,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.8041802708079628,0.522152525586002,0.8123516561349342,0.0739938000333495,,,fixed common learner or compatibility-label fraction
robust_historical_gr_lite_logistic_f0.5_s20260912,historical_polyvore_d,test,gr_lite,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.815799116300762,0.5372730274017827,0.8232404130124491,0.1303812000551261,,,fixed common learner or compatibility-label fraction
robust_historical_gr_lite_logistic_f1_s20260912,historical_polyvore_d,test,gr_lite,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.8202937467799168,0.544404093760317,0.8274244168893161,0.3654075000085868,,,fixed common learner or compatibility-label fraction
robust_historical_gr_lite_mlp_f1_s20260912,historical_polyvore_d,test,gr_lite,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.8048043382986146,0.5191152195444041,0.8109201694765199,0.8041408999706618,,,fixed common learner or compatibility-label fraction
robust_historical_gr_lite_xgboost_f1_s20260912,historical_polyvore_d,test,gr_lite,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.8155605377793467,0.502740178276659,0.8258035342762953,1.0085710000130348,,,fixed common learner or compatibility-label fraction
robust_historical_marqo_fashionsiglip_logistic_f0.1_s20260912,historical_polyvore_d,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.852600183480019,0.5880488610102343,0.8498956416990098,0.0703582999994978,,,fixed common learner or compatibility-label fraction
robust_historical_marqo_fashionsiglip_logistic_f0.25_s20260912,historical_polyvore_d,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.8665185304028702,0.6093760316936283,0.8637822477159994,0.0902497999486513,,,fixed common learner or compatibility-label fraction
robust_historical_marqo_fashionsiglip_logistic_f0.5_s20260912,historical_polyvore_d,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.8727448508371971,0.6148563882469462,0.8685046853547329,0.1631446999963373,,,fixed common learner or compatibility-label fraction
robust_historical_marqo_fashionsiglip_logistic_f1_s20260912,historical_polyvore_d,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.8771669983163741,0.6199405744470122,0.8725389539108722,0.4876944000134244,,,fixed common learner or compatibility-label fraction
robust_historical_marqo_fashionsiglip_mlp_f1_s20260912,historical_polyvore_d,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.865061408693622,0.5914163090128756,0.8614885015591329,1.073633800027892,,,fixed common learner or compatibility-label fraction
robust_historical_marqo_fashionsiglip_xgboost_f1_s20260912,historical_polyvore_d,test,marqo_fashionsiglip,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.8564800240134952,0.5432816110927698,0.8601656956275403,1.0880104000098072,,,fixed common learner or compatibility-label fraction
robust_historical_resnet50_logistic_f0.1_s20260912,historical_polyvore_d,test,resnet50,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.6355102916769892,0.3578078573786728,0.6340726107110797,0.0671869000070728,,,fixed common learner or compatibility-label fraction
robust_historical_resnet50_logistic_f0.25_s20260912,historical_polyvore_d,test,resnet50,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.6592097672319335,0.3764938923737207,0.6571858713933534,0.0860384000116027,,,fixed common learner or compatibility-label fraction
robust_historical_resnet50_logistic_f0.5_s20260912,historical_polyvore_d,test,resnet50,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.6790967385701834,0.3914163090128755,0.6773234969585604,0.1457412999588996,,,fixed common learner or compatibility-label fraction
robust_historical_resnet50_logistic_f1_s20260912,historical_polyvore_d,test,resnet50,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.6893988767761752,0.4009904258831297,0.6862707478926195,0.413371000031475,,,fixed common learner or compatibility-label fraction
robust_historical_resnet50_mlp_f1_s20260912,historical_polyvore_d,test,resnet50,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.6615205625906759,0.3640145262462859,0.6570220525084964,0.716572700010147,,,fixed common learner or compatibility-label fraction
robust_historical_resnet50_xgboost_f1_s20260912,historical_polyvore_d,test,resnet50,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.671929987669541,0.3638824694618686,0.6707010267226371,1.0416442999849096,,,fixed common learner or compatibility-label fraction
robust_historical_siglip2_b16_384_logistic_f0.1_s20260912,historical_polyvore_d,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,logistic,20260912,0.1,0.8391497073355277,0.5821063057114559,0.8331923521511981,0.0713185999775305,,,fixed common learner or compatibility-label fraction
robust_historical_siglip2_b16_384_logistic_f0.25_s20260912,historical_polyvore_d,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,logistic,20260912,0.25,0.8608401497094065,0.6071970947507428,0.8556216238658256,0.0836335000349208,,,fixed common learner or compatibility-label fraction
robust_historical_siglip2_b16_384_logistic_f0.5_s20260912,historical_polyvore_d,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,logistic,20260912,0.5,0.8681721307213934,0.6136678771871905,0.862361232731236,0.1600913000293076,,,fixed common learner or compatibility-label fraction
robust_historical_siglip2_b16_384_logistic_f1_s20260912,historical_polyvore_d,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,logistic,20260912,1.0,0.8728533083025634,0.6223836249587322,0.8668338036326215,0.4833473000326194,,,fixed common learner or compatibility-label fraction
robust_historical_siglip2_b16_384_mlp_f1_s20260912,historical_polyvore_d,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,mlp,20260912,1.0,0.8630439764569218,0.5939914163090129,0.8573410336981584,0.9962821999797598,,,fixed common learner or compatibility-label fraction
robust_historical_siglip2_b16_384_xgboost_f1_s20260912,historical_polyvore_d,test,siglip2_b16_384,see model_audit.csv,pca256,256.0,xgboost,20260912,1.0,0.8467293395057199,0.5342357213601849,0.8482629330413987,1.0780646999482997,,,fixed common learner or compatibility-label fraction
