dataset,representation,task,subgroup_type,subgroup,n,positive_n,metric,value
iqon3000_clean,resnet50,CP,contains_category,ボディケア,296,148.0,roc_auc,0.6324415631848065
iqon3000_clean,resnet50,CP,contains_category,メガネ,1462,731.0,roc_auc,0.5687746673129214
iqon3000_clean,resnet50,CP,contains_category,リュック,2654,1327.0,roc_auc,0.6218118390917522
iqon3000_clean,resnet50,CP,contains_category,リング,2102,1051.0,roc_auc,0.5994653272991786
iqon3000_clean,resnet50,CP,contains_category,ルームウェア,310,155.0,roc_auc,0.6645577523413111
iqon3000_clean,resnet50,CP,contains_category,ルームシューズ,216,108.0,roc_auc,0.6522633744855967
iqon3000_clean,resnet50,CP,contains_category,レッグウェア,2586,1293.0,roc_auc,0.6034309916744873
iqon3000_clean,resnet50,CP,contains_category,ロングスカート,1326,663.0,roc_auc,0.566254672190259
iqon3000_clean,resnet50,CP,contains_category,ロングパンツ,12504,6252.0,roc_auc,0.6049697622032862
iqon3000_clean,resnet50,CP,contains_category,ワンピース,7768,3884.0,roc_auc,0.5976833912080617
iqon3000_clean,resnet50,CP,contains_category,傘,440,220.0,roc_auc,0.5722520661157025
iqon3000_clean,resnet50,CP,contains_category,小物,734,367.0,roc_auc,0.6461255187877258
iqon3000_clean,resnet50,CP,contains_category,帽子,1122,561.0,roc_auc,0.6198299446176136
iqon3000_clean,resnet50,CP,contains_category,手袋,396,198.0,roc_auc,0.5974900520355065
iqon3000_clean,resnet50,CP,contains_category,水着,274,137.0,roc_auc,0.6721721988385103
iqon3000_clean,resnet50,CP,contains_category,腕時計,3248,1624.0,roc_auc,0.5900220522216021
iqon3000_clean,resnet50,CP,contains_category,財布,572,286.0,roc_auc,0.6578439043474007
iqon3000_clean,resnet50,CP,contains_category,靴,1918,959.0,roc_auc,0.5995154841733166
iqon3000_clean,resnet50,FITB,outfit_length,2,5423,,accuracy,0.2985432417481099
iqon3000_clean,resnet50,FITB,outfit_length,3,5386,,accuracy,0.3158187894541404
iqon3000_clean,resnet50,FITB,outfit_length,4,4376,,accuracy,0.31421389396709326
iqon3000_clean,resnet50,FITB,outfit_length,5,3771,,accuracy,0.32856006364359586
iqon3000_clean,resnet50,FITB,outfit_length,6+,5844,,accuracy,0.32819986310746063
iqon3000_clean,resnet50,FITB,blank_category,<missing>,108,,accuracy,0.3611111111111111
iqon3000_clean,resnet50,FITB,blank_category,Tシャツ,813,,accuracy,0.3161131611316113
iqon3000_clean,resnet50,FITB,blank_category,カーディガン,364,,accuracy,0.2664835164835165
iqon3000_clean,resnet50,FITB,blank_category,キャップ,190,,accuracy,0.34210526315789475
iqon3000_clean,resnet50,FITB,blank_category,クラッチバッグ,777,,accuracy,0.30244530244530243
iqon3000_clean,resnet50,FITB,blank_category,コスメ,199,,accuracy,0.33668341708542715
iqon3000_clean,resnet50,FITB,blank_category,コート,795,,accuracy,0.32075471698113206
iqon3000_clean,resnet50,FITB,blank_category,サングラス,252,,accuracy,0.3373015873015873
iqon3000_clean,resnet50,FITB,blank_category,サンダル,889,,accuracy,0.3217097862767154
iqon3000_clean,resnet50,FITB,blank_category,ショルダーバッグ,1214,,accuracy,0.31960461285008235
iqon3000_clean,resnet50,FITB,blank_category,ショートパンツ,398,,accuracy,0.3316582914572864
iqon3000_clean,resnet50,FITB,blank_category,ジャケット,493,,accuracy,0.3184584178498986
iqon3000_clean,resnet50,FITB,blank_category,スカート,1329,,accuracy,0.30624529721595184
iqon3000_clean,resnet50,FITB,blank_category,ストール,330,,accuracy,0.2818181818181818
iqon3000_clean,resnet50,FITB,blank_category,スニーカー,743,,accuracy,0.29878869448183043
iqon3000_clean,resnet50,FITB,blank_category,タンクトップ,489,,accuracy,0.3128834355828221
iqon3000_clean,resnet50,FITB,blank_category,トップス,431,,accuracy,0.3109048723897912
iqon3000_clean,resnet50,FITB,blank_category,トートバッグ,661,,accuracy,0.3101361573373676
iqon3000_clean,resnet50,FITB,blank_category,ニット,980,,accuracy,0.3142857142857143
iqon3000_clean,resnet50,FITB,blank_category,ニット帽,140,,accuracy,0.30714285714285716
iqon3000_clean,resnet50,FITB,blank_category,ネックレス,1026,,accuracy,0.30214424951267055
iqon3000_clean,resnet50,FITB,blank_category,ハット,434,,accuracy,0.31797235023041476
iqon3000_clean,resnet50,FITB,blank_category,ハンドバッグ,350,,accuracy,0.3342857142857143
iqon3000_clean,resnet50,FITB,blank_category,バッグ,176,,accuracy,0.29545454545454547
iqon3000_clean,resnet50,FITB,blank_category,パンプス,1070,,accuracy,0.2897196261682243
iqon3000_clean,resnet50,FITB,blank_category,ピアス,1836,,accuracy,0.30718954248366015
iqon3000_clean,resnet50,FITB,blank_category,ブラウス,991,,accuracy,0.29162462159434915
iqon3000_clean,resnet50,FITB,blank_category,ブレスレット,552,,accuracy,0.338768115942029
iqon3000_clean,resnet50,FITB,blank_category,ブーツ,583,,accuracy,0.3241852487135506
iqon3000_clean,resnet50,FITB,blank_category,ヘアアクセサリー,319,,accuracy,0.322884012539185
iqon3000_clean,resnet50,FITB,blank_category,ベルト,126,,accuracy,0.30952380952380953
iqon3000_clean,resnet50,FITB,blank_category,ボストンバッグ,153,,accuracy,0.37254901960784315
iqon3000_clean,resnet50,FITB,blank_category,メガネ,175,,accuracy,0.21142857142857144
iqon3000_clean,resnet50,FITB,blank_category,リュック,323,,accuracy,0.34055727554179566
iqon3000_clean,resnet50,FITB,blank_category,リング,237,,accuracy,0.3670886075949367
iqon3000_clean,resnet50,FITB,blank_category,レッグウェア,294,,accuracy,0.3333333333333333
iqon3000_clean,resnet50,FITB,blank_category,ロングスカート,177,,accuracy,0.2711864406779661
iqon3000_clean,resnet50,FITB,blank_category,ロングパンツ,1568,,accuracy,0.3520408163265306
iqon3000_clean,resnet50,FITB,blank_category,ワンピース,1108,,accuracy,0.34657039711191334
iqon3000_clean,resnet50,FITB,blank_category,帽子,105,,accuracy,0.3238095238095238
iqon3000_clean,resnet50,FITB,blank_category,腕時計,315,,accuracy,0.27936507936507937
iqon3000_clean,resnet50,FITB,blank_category,靴,259,,accuracy,0.2972972972972973
iqon3000_clean,dinov3_vitl16,CP,outfit_length,2,10846,5423.0,roc_auc,0.5888111566388562
iqon3000_clean,dinov3_vitl16,CP,outfit_length,3,10772,5386.0,roc_auc,0.6291398364838272
iqon3000_clean,dinov3_vitl16,CP,outfit_length,4,8752,4376.0,roc_auc,0.6640827878673436
iqon3000_clean,dinov3_vitl16,CP,outfit_length,5,7542,3771.0,roc_auc,0.6902892463039649
iqon3000_clean,dinov3_vitl16,CP,outfit_length,6+,11688,5844.0,roc_auc,0.7056908786561481
iqon3000_clean,dinov3_vitl16,CP,contains_category,<missing>,1000,500.0,roc_auc,0.783952
iqon3000_clean,dinov3_vitl16,CP,contains_category,Tシャツ,6454,3227.0,roc_auc,0.6593460295736441
iqon3000_clean,dinov3_vitl16,CP,contains_category,アクセサリー,244,122.0,roc_auc,0.6234211233539371
iqon3000_clean,dinov3_vitl16,CP,contains_category,アンダーウェア,228,114.0,roc_auc,0.7747768544167437
iqon3000_clean,dinov3_vitl16,CP,contains_category,インテリア,526,263.0,roc_auc,0.7408810305194524
iqon3000_clean,dinov3_vitl16,CP,contains_category,カーディガン,2912,1456.0,roc_auc,0.6047965598961478
iqon3000_clean,dinov3_vitl16,CP,contains_category,キャップ,1584,792.0,roc_auc,0.706613164473013
iqon3000_clean,dinov3_vitl16,CP,contains_category,クラッチバッグ,5264,2632.0,roc_auc,0.6643414637244667
iqon3000_clean,dinov3_vitl16,CP,contains_category,コスメ,1572,786.0,roc_auc,0.6814773808830099
iqon3000_clean,dinov3_vitl16,CP,contains_category,コート,6724,3362.0,roc_auc,0.6608093359629494
iqon3000_clean,dinov3_vitl16,CP,contains_category,サングラス,2016,1008.0,roc_auc,0.6418202987213405
iqon3000_clean,dinov3_vitl16,CP,contains_category,サンダル,7022,3511.0,roc_auc,0.6586040244108904
iqon3000_clean,dinov3_vitl16,CP,contains_category,ショルダーバッグ,9372,4686.0,roc_auc,0.6608277687699158
iqon3000_clean,dinov3_vitl16,CP,contains_category,ショートパンツ,2752,1376.0,roc_auc,0.6570541192029475
iqon3000_clean,dinov3_vitl16,CP,contains_category,ジャケット,4344,2172.0,roc_auc,0.6792758751089542
iqon3000_clean,dinov3_vitl16,CP,contains_category,スカート,10548,5274.0,roc_auc,0.6514784284608821
iqon3000_clean,dinov3_vitl16,CP,contains_category,ストール,2954,1477.0,roc_auc,0.6590987330445757
iqon3000_clean,dinov3_vitl16,CP,contains_category,スニーカー,5912,2956.0,roc_auc,0.6722803874965437
iqon3000_clean,dinov3_vitl16,CP,contains_category,タンクトップ,3390,1695.0,roc_auc,0.6338441190034894
iqon3000_clean,dinov3_vitl16,CP,contains_category,ダウンジャケット,484,242.0,roc_auc,0.6926780957584864
iqon3000_clean,dinov3_vitl16,CP,contains_category,チュニック,320,160.0,roc_auc,0.7123046875
iqon3000_clean,dinov3_vitl16,CP,contains_category,トップス,3024,1512.0,roc_auc,0.6677501504717113
iqon3000_clean,dinov3_vitl16,CP,contains_category,トートバッグ,5620,2810.0,roc_auc,0.6667460518483808
iqon3000_clean,dinov3_vitl16,CP,contains_category,ニット,7678,3839.0,roc_auc,0.6635753102489829
iqon3000_clean,dinov3_vitl16,CP,contains_category,ニット帽,1110,555.0,roc_auc,0.7106793279766253
iqon3000_clean,dinov3_vitl16,CP,contains_category,ネイル,408,204.0,roc_auc,0.6965109573241061
iqon3000_clean,dinov3_vitl16,CP,contains_category,ネックレス,8532,4266.0,roc_auc,0.6577782569314079
iqon3000_clean,dinov3_vitl16,CP,contains_category,ハット,3502,1751.0,roc_auc,0.6431100316014248
iqon3000_clean,dinov3_vitl16,CP,contains_category,ハンドバッグ,2922,1461.0,roc_auc,0.6502910957540357
iqon3000_clean,dinov3_vitl16,CP,contains_category,バッグ,1482,741.0,roc_auc,0.6694021464956901
iqon3000_clean,dinov3_vitl16,CP,contains_category,パンプス,9260,4630.0,roc_auc,0.6642864173457916
iqon3000_clean,dinov3_vitl16,CP,contains_category,パーカー,838,419.0,roc_auc,0.7068255478152894
iqon3000_clean,dinov3_vitl16,CP,contains_category,ピアス,15250,7625.0,roc_auc,0.6730748422467079
iqon3000_clean,dinov3_vitl16,CP,contains_category,ファッション小物,274,137.0,roc_auc,0.6492088017475625
iqon3000_clean,dinov3_vitl16,CP,contains_category,フレグランス,448,224.0,roc_auc,0.6461057079081631
iqon3000_clean,dinov3_vitl16,CP,contains_category,ブラウス,8214,4107.0,roc_auc,0.6486168121806682
iqon3000_clean,dinov3_vitl16,CP,contains_category,ブレスレット,4770,2385.0,roc_auc,0.65175779790708
iqon3000_clean,dinov3_vitl16,CP,contains_category,ブローチ,524,262.0,roc_auc,0.7466785152380396
iqon3000_clean,dinov3_vitl16,CP,contains_category,ブーツ,4594,2297.0,roc_auc,0.6658913625294223
iqon3000_clean,dinov3_vitl16,CP,contains_category,ヘアアクセサリー,2894,1447.0,roc_auc,0.6802884121713108
iqon3000_clean,dinov3_vitl16,CP,contains_category,ベルト,1176,588.0,roc_auc,0.631435397288167
iqon3000_clean,dinov3_vitl16,CP,contains_category,ボストンバッグ,1076,538.0,roc_auc,0.6634824007407305
iqon3000_clean,dinov3_vitl16,CP,contains_category,ボディケア,296,148.0,roc_auc,0.6821585098612125
iqon3000_clean,dinov3_vitl16,CP,contains_category,メガネ,1462,731.0,roc_auc,0.6132520898793138
iqon3000_clean,dinov3_vitl16,CP,contains_category,リュック,2654,1327.0,roc_auc,0.6739329070053364
iqon3000_clean,dinov3_vitl16,CP,contains_category,リング,2102,1051.0,roc_auc,0.6782059766377181
iqon3000_clean,dinov3_vitl16,CP,contains_category,ルームウェア,310,155.0,roc_auc,0.7286576482830385
iqon3000_clean,dinov3_vitl16,CP,contains_category,ルームシューズ,216,108.0,roc_auc,0.6756687242798354
iqon3000_clean,dinov3_vitl16,CP,contains_category,レッグウェア,2586,1293.0,roc_auc,0.6924082258625033
iqon3000_clean,dinov3_vitl16,CP,contains_category,ロングスカート,1326,663.0,roc_auc,0.6063052672049212
iqon3000_clean,dinov3_vitl16,CP,contains_category,ロングパンツ,12504,6252.0,roc_auc,0.6535310747905521
iqon3000_clean,dinov3_vitl16,CP,contains_category,ワンピース,7768,3884.0,roc_auc,0.668528979170401
iqon3000_clean,dinov3_vitl16,CP,contains_category,傘,440,220.0,roc_auc,0.6016735537190082
iqon3000_clean,dinov3_vitl16,CP,contains_category,小物,734,367.0,roc_auc,0.7121739711483492
iqon3000_clean,dinov3_vitl16,CP,contains_category,帽子,1122,561.0,roc_auc,0.6766310478169553
iqon3000_clean,dinov3_vitl16,CP,contains_category,手袋,396,198.0,roc_auc,0.7043924089378635
iqon3000_clean,dinov3_vitl16,CP,contains_category,水着,274,137.0,roc_auc,0.7183653897383986
iqon3000_clean,dinov3_vitl16,CP,contains_category,腕時計,3248,1624.0,roc_auc,0.6672563942342693
iqon3000_clean,dinov3_vitl16,CP,contains_category,財布,572,286.0,roc_auc,0.7183236344075505
iqon3000_clean,dinov3_vitl16,CP,contains_category,靴,1918,959.0,roc_auc,0.6324660398551237
iqon3000_clean,dinov3_vitl16,FITB,outfit_length,2,5423,,accuracy,0.3286004056795132
iqon3000_clean,dinov3_vitl16,FITB,outfit_length,3,5386,,accuracy,0.3492387671741552
iqon3000_clean,dinov3_vitl16,FITB,outfit_length,4,4376,,accuracy,0.3686014625228519
iqon3000_clean,dinov3_vitl16,FITB,outfit_length,5,3771,,accuracy,0.3879607531158844
iqon3000_clean,dinov3_vitl16,FITB,outfit_length,6+,5844,,accuracy,0.4000684462696783
iqon3000_clean,dinov3_vitl16,FITB,blank_category,<missing>,108,,accuracy,0.5555555555555556
iqon3000_clean,dinov3_vitl16,FITB,blank_category,Tシャツ,813,,accuracy,0.4009840098400984
iqon3000_clean,dinov3_vitl16,FITB,blank_category,カーディガン,364,,accuracy,0.3489010989010989
iqon3000_clean,dinov3_vitl16,FITB,blank_category,キャップ,190,,accuracy,0.4052631578947368
iqon3000_clean,dinov3_vitl16,FITB,blank_category,クラッチバッグ,777,,accuracy,0.3577863577863578
iqon3000_clean,dinov3_vitl16,FITB,blank_category,コスメ,199,,accuracy,0.32160804020100503
iqon3000_clean,dinov3_vitl16,FITB,blank_category,コート,795,,accuracy,0.37484276729559746
iqon3000_clean,dinov3_vitl16,FITB,blank_category,サングラス,252,,accuracy,0.3333333333333333
iqon3000_clean,dinov3_vitl16,FITB,blank_category,サンダル,889,,accuracy,0.374578177727784
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ショルダーバッグ,1214,,accuracy,0.3542009884678748
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ショートパンツ,398,,accuracy,0.3492462311557789
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ジャケット,493,,accuracy,0.3772819472616633
iqon3000_clean,dinov3_vitl16,FITB,blank_category,スカート,1329,,accuracy,0.34236267870579384
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ストール,330,,accuracy,0.3515151515151515
iqon3000_clean,dinov3_vitl16,FITB,blank_category,スニーカー,743,,accuracy,0.36608344549125166
iqon3000_clean,dinov3_vitl16,FITB,blank_category,タンクトップ,489,,accuracy,0.31901840490797545
iqon3000_clean,dinov3_vitl16,FITB,blank_category,トップス,431,,accuracy,0.4013921113689095
iqon3000_clean,dinov3_vitl16,FITB,blank_category,トートバッグ,661,,accuracy,0.3903177004538578
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ニット,980,,accuracy,0.35306122448979593
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ニット帽,140,,accuracy,0.3
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ネックレス,1026,,accuracy,0.341130604288499
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ハット,434,,accuracy,0.39400921658986177
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ハンドバッグ,350,,accuracy,0.34
iqon3000_clean,dinov3_vitl16,FITB,blank_category,バッグ,176,,accuracy,0.4090909090909091
iqon3000_clean,dinov3_vitl16,FITB,blank_category,パンプス,1070,,accuracy,0.37850467289719625
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ピアス,1836,,accuracy,0.38453159041394336
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ブラウス,991,,accuracy,0.35418768920282545
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ブレスレット,552,,accuracy,0.3496376811594203
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ブーツ,583,,accuracy,0.34991423670668953
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ヘアアクセサリー,319,,accuracy,0.3667711598746082
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ベルト,126,,accuracy,0.29365079365079366
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ボストンバッグ,153,,accuracy,0.39215686274509803
iqon3000_clean,dinov3_vitl16,FITB,blank_category,メガネ,175,,accuracy,0.2571428571428571
iqon3000_clean,dinov3_vitl16,FITB,blank_category,リュック,323,,accuracy,0.3498452012383901
iqon3000_clean,dinov3_vitl16,FITB,blank_category,リング,237,,accuracy,0.3628691983122363
iqon3000_clean,dinov3_vitl16,FITB,blank_category,レッグウェア,294,,accuracy,0.35374149659863946
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ロングスカート,177,,accuracy,0.2824858757062147
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ロングパンツ,1568,,accuracy,0.3788265306122449
iqon3000_clean,dinov3_vitl16,FITB,blank_category,ワンピース,1108,,accuracy,0.41155234657039713
iqon3000_clean,dinov3_vitl16,FITB,blank_category,帽子,105,,accuracy,0.34285714285714286
iqon3000_clean,dinov3_vitl16,FITB,blank_category,腕時計,315,,accuracy,0.3396825396825397
iqon3000_clean,dinov3_vitl16,FITB,blank_category,靴,259,,accuracy,0.3359073359073359
iqon3000_clean,clip_vitl14_336,CP,outfit_length,2,10846,5423.0,roc_auc,0.6228943257335213
iqon3000_clean,clip_vitl14_336,CP,outfit_length,3,10772,5386.0,roc_auc,0.6862050654907188
iqon3000_clean,clip_vitl14_336,CP,outfit_length,4,8752,4376.0,roc_auc,0.7272367778459203
iqon3000_clean,clip_vitl14_336,CP,outfit_length,5,7542,3771.0,roc_auc,0.7649078534202982
iqon3000_clean,clip_vitl14_336,CP,outfit_length,6+,11688,5844.0,roc_auc,0.8151028673411973
iqon3000_clean,clip_vitl14_336,CP,contains_category,<missing>,1000,500.0,roc_auc,0.8501
iqon3000_clean,clip_vitl14_336,CP,contains_category,Tシャツ,6454,3227.0,roc_auc,0.7344997550782255
iqon3000_clean,clip_vitl14_336,CP,contains_category,アクセサリー,244,122.0,roc_auc,0.7309191077667293
iqon3000_clean,clip_vitl14_336,CP,contains_category,アンダーウェア,228,114.0,roc_auc,0.7843951985226223
iqon3000_clean,clip_vitl14_336,CP,contains_category,インテリア,526,263.0,roc_auc,0.758374416284752
iqon3000_clean,clip_vitl14_336,CP,contains_category,カーディガン,2912,1456.0,roc_auc,0.6897656344342471
iqon3000_clean,clip_vitl14_336,CP,contains_category,キャップ,1584,792.0,roc_auc,0.7762935542291604
iqon3000_clean,clip_vitl14_336,CP,contains_category,クラッチバッグ,5264,2632.0,roc_auc,0.721595646520265
iqon3000_clean,clip_vitl14_336,CP,contains_category,コスメ,1572,786.0,roc_auc,0.7592117786453781
iqon3000_clean,clip_vitl14_336,CP,contains_category,コート,6724,3362.0,roc_auc,0.7465369948130787
iqon3000_clean,clip_vitl14_336,CP,contains_category,サングラス,2016,1008.0,roc_auc,0.7267780376039306
iqon3000_clean,clip_vitl14_336,CP,contains_category,サンダル,7022,3511.0,roc_auc,0.7614225576272027
iqon3000_clean,clip_vitl14_336,CP,contains_category,ショルダーバッグ,9372,4686.0,roc_auc,0.7381399748872832
iqon3000_clean,clip_vitl14_336,CP,contains_category,ショートパンツ,2752,1376.0,roc_auc,0.7098109408802056
iqon3000_clean,clip_vitl14_336,CP,contains_category,ジャケット,4344,2172.0,roc_auc,0.7544844988451717
iqon3000_clean,clip_vitl14_336,CP,contains_category,スカート,10548,5274.0,roc_auc,0.7219583904786024
iqon3000_clean,clip_vitl14_336,CP,contains_category,ストール,2954,1477.0,roc_auc,0.7597994342500146
iqon3000_clean,clip_vitl14_336,CP,contains_category,スニーカー,5912,2956.0,roc_auc,0.7294880621693727
iqon3000_clean,clip_vitl14_336,CP,contains_category,タンクトップ,3390,1695.0,roc_auc,0.6998007326772304
iqon3000_clean,clip_vitl14_336,CP,contains_category,ダウンジャケット,484,242.0,roc_auc,0.7484461443890444
iqon3000_clean,clip_vitl14_336,CP,contains_category,チュニック,320,160.0,roc_auc,0.7283984375
iqon3000_clean,clip_vitl14_336,CP,contains_category,トップス,3024,1512.0,roc_auc,0.7047766894823774
iqon3000_clean,clip_vitl14_336,CP,contains_category,トートバッグ,5620,2810.0,roc_auc,0.7604928382365979
iqon3000_clean,clip_vitl14_336,CP,contains_category,ニット,7678,3839.0,roc_auc,0.7247027243530482
iqon3000_clean,clip_vitl14_336,CP,contains_category,ニット帽,1110,555.0,roc_auc,0.7325103481860239
iqon3000_clean,clip_vitl14_336,CP,contains_category,ネイル,408,204.0,roc_auc,0.731930026912726
iqon3000_clean,clip_vitl14_336,CP,contains_category,ネックレス,8532,4266.0,roc_auc,0.7451954683056359
iqon3000_clean,clip_vitl14_336,CP,contains_category,ハット,3502,1751.0,roc_auc,0.7673422154787295
iqon3000_clean,clip_vitl14_336,CP,contains_category,ハンドバッグ,2922,1461.0,roc_auc,0.7585282599702696
iqon3000_clean,clip_vitl14_336,CP,contains_category,バッグ,1482,741.0,roc_auc,0.772019064582457
iqon3000_clean,clip_vitl14_336,CP,contains_category,パンプス,9260,4630.0,roc_auc,0.7482983080576016
iqon3000_clean,clip_vitl14_336,CP,contains_category,パーカー,838,419.0,roc_auc,0.7616327088590291
iqon3000_clean,clip_vitl14_336,CP,contains_category,ピアス,15250,7625.0,roc_auc,0.7568280612738512
iqon3000_clean,clip_vitl14_336,CP,contains_category,ファッション小物,274,137.0,roc_auc,0.7304598007352548
iqon3000_clean,clip_vitl14_336,CP,contains_category,フレグランス,448,224.0,roc_auc,0.7287348533163265
iqon3000_clean,clip_vitl14_336,CP,contains_category,ブラウス,8214,4107.0,roc_auc,0.7177267588003379
iqon3000_clean,clip_vitl14_336,CP,contains_category,ブレスレット,4770,2385.0,roc_auc,0.747485111787948
iqon3000_clean,clip_vitl14_336,CP,contains_category,ブローチ,524,262.0,roc_auc,0.8149146320144512
iqon3000_clean,clip_vitl14_336,CP,contains_category,ブーツ,4594,2297.0,roc_auc,0.7329463256667808
iqon3000_clean,clip_vitl14_336,CP,contains_category,ヘアアクセサリー,2894,1447.0,roc_auc,0.7639832477556454
iqon3000_clean,clip_vitl14_336,CP,contains_category,ベルト,1176,588.0,roc_auc,0.739162501735388
iqon3000_clean,clip_vitl14_336,CP,contains_category,ボストンバッグ,1076,538.0,roc_auc,0.7520867594422409
iqon3000_clean,clip_vitl14_336,CP,contains_category,ボディケア,296,148.0,roc_auc,0.6882304601899196
iqon3000_clean,clip_vitl14_336,CP,contains_category,メガネ,1462,731.0,roc_auc,0.6774689769650106
iqon3000_clean,clip_vitl14_336,CP,contains_category,リュック,2654,1327.0,roc_auc,0.750282379357714
iqon3000_clean,clip_vitl14_336,CP,contains_category,リング,2102,1051.0,roc_auc,0.7694787529614765
iqon3000_clean,clip_vitl14_336,CP,contains_category,ルームウェア,310,155.0,roc_auc,0.7346514047866806
iqon3000_clean,clip_vitl14_336,CP,contains_category,ルームシューズ,216,108.0,roc_auc,0.7061899862825789
iqon3000_clean,clip_vitl14_336,CP,contains_category,レッグウェア,2586,1293.0,roc_auc,0.740024667299499
iqon3000_clean,clip_vitl14_336,CP,contains_category,ロングスカート,1326,663.0,roc_auc,0.7151209480195373
iqon3000_clean,clip_vitl14_336,CP,contains_category,ロングパンツ,12504,6252.0,roc_auc,0.7146152642542741
iqon3000_clean,clip_vitl14_336,CP,contains_category,ワンピース,7768,3884.0,roc_auc,0.7486267236469352
iqon3000_clean,clip_vitl14_336,CP,contains_category,傘,440,220.0,roc_auc,0.7218801652892561
iqon3000_clean,clip_vitl14_336,CP,contains_category,小物,734,367.0,roc_auc,0.7711097417012525
iqon3000_clean,clip_vitl14_336,CP,contains_category,帽子,1122,561.0,roc_auc,0.758030128272343
iqon3000_clean,clip_vitl14_336,CP,contains_category,手袋,396,198.0,roc_auc,0.7756351392715028
iqon3000_clean,clip_vitl14_336,CP,contains_category,水着,274,137.0,roc_auc,0.7891736373807875
iqon3000_clean,clip_vitl14_336,CP,contains_category,腕時計,3248,1624.0,roc_auc,0.7780578120070858
iqon3000_clean,clip_vitl14_336,CP,contains_category,財布,572,286.0,roc_auc,0.7655753337571519
iqon3000_clean,clip_vitl14_336,CP,contains_category,靴,1918,959.0,roc_auc,0.718405621079483
iqon3000_clean,clip_vitl14_336,FITB,outfit_length,2,5423,,accuracy,0.38060114327862804
iqon3000_clean,clip_vitl14_336,FITB,outfit_length,3,5386,,accuracy,0.409023393984404
iqon3000_clean,clip_vitl14_336,FITB,outfit_length,4,4376,,accuracy,0.4440127970749543
iqon3000_clean,clip_vitl14_336,FITB,outfit_length,5,3771,,accuracy,0.4643330681516839
iqon3000_clean,clip_vitl14_336,FITB,outfit_length,6+,5844,,accuracy,0.48973305954825463
iqon3000_clean,clip_vitl14_336,FITB,blank_category,<missing>,108,,accuracy,0.6296296296296297
iqon3000_clean,clip_vitl14_336,FITB,blank_category,Tシャツ,813,,accuracy,0.4145141451414514
iqon3000_clean,clip_vitl14_336,FITB,blank_category,カーディガン,364,,accuracy,0.3626373626373626
iqon3000_clean,clip_vitl14_336,FITB,blank_category,キャップ,190,,accuracy,0.49473684210526314
iqon3000_clean,clip_vitl14_336,FITB,blank_category,クラッチバッグ,777,,accuracy,0.45045045045045046
iqon3000_clean,clip_vitl14_336,FITB,blank_category,コスメ,199,,accuracy,0.38190954773869346
iqon3000_clean,clip_vitl14_336,FITB,blank_category,コート,795,,accuracy,0.4578616352201258
iqon3000_clean,clip_vitl14_336,FITB,blank_category,サングラス,252,,accuracy,0.3333333333333333
iqon3000_clean,clip_vitl14_336,FITB,blank_category,サンダル,889,,accuracy,0.4566929133858268
iqon3000_clean,clip_vitl14_336,FITB,blank_category,ショルダーバッグ,1214,,accuracy,0.457166392092257
iqon3000_clean,clip_vitl14_336,FITB,blank_category,ショートパンツ,398,,accuracy,0.4120603015075377
iqon3000_clean,clip_vitl14_336,FITB,blank_category,ジャケット,493,,accuracy,0.4543610547667343
iqon3000_clean,clip_vitl14_336,FITB,blank_category,スカート,1329,,accuracy,0.40933032355154253
iqon3000_clean,clip_vitl14_336,FITB,blank_category,ストール,330,,accuracy,0.4
iqon3000_clean,clip_vitl14_336,FITB,blank_category,スニーカー,743,,accuracy,0.4078061911170929
iqon3000_clean,clip_vitl14_336,FITB,blank_category,タンクトップ,489,,accuracy,0.35991820040899797
iqon3000_clean,clip_vitl14_336,FITB,blank_category,トップス,431,,accuracy,0.3851508120649652
iqon3000_clean,clip_vitl14_336,FITB,blank_category,トートバッグ,661,,accuracy,0.44780635400907715
iqon3000_clean,clip_vitl14_336,FITB,blank_category,ニット,980,,accuracy,0.376530612244898
iqon3000_clean,clip_vitl14_336,FITB,blank_category,ニット帽,140,,accuracy,0.42142857142857143
iqon3000_clean,clip_vitl14_336,FITB,blank_category,ネックレス,1026,,accuracy,0.442495126705653
iqon3000_clean,clip_vitl14_336,FITB,blank_category,ハット,434,,accuracy,0.5
iqon3000_clean,clip_vitl14_336,FITB,blank_category,ハンドバッグ,350,,accuracy,0.5428571428571428
iqon3000_clean,clip_vitl14_336,FITB,blank_category,バッグ,176,,accuracy,0.4772727272727273
